,Unnamed: 0,userID,audio_exercise,easy_exercise,grammar_exercise,translate_exercise
41,41,89970,0.0,0.0,0.6,0.0
42,42,11347,0.0,0.0,0.65,1.0000000000000002
43,43,89709,0.0,0.0,0.9500000000000003,0.0
44,44,90104,0.0,0.0,0.9000000000000002,0.0
45,45,89975,0.0,0.0,0.49999999999999994,0.0
46,46,90105,0.0,0.0,1.1500000000000004,0.0
47,47,87282,0.0,0.0,0.8000000000000002,0.0
48,48,90108,0.0,0.0,0.9500000000000003,0.0
49,49,90110,0.0,0.0,1.0500000000000003,0.0
50,50,90111,0.0,0.0,0.9000000000000002,0.0
51,51,86492,0.0,0.0,1.0000000000000002,0.0
52,52,89724,0.0,0.0,0.8000000000000002,0.0
53,53,90089,0.0,0.0,0.8500000000000002,0.0
54,54,89272,0.0,0.0,1.0000000000000002,0.0
55,55,87873,0.0,0.0,0.8000000000000002,0.0
56,56,87335,0.0,0.0,0.8000000000000002,0.0
57,57,90125,0.0,0.0,1.2500000000000004,0.0
58,58,90129,0.0,0.0,1.0000000000000002,0.0
59,59,88238,0.0,0.0,0.5499999999999999,0.0
60,60,90132,0.0,1.0000000000000002,1.0000000000000002,0.0
61,61,89967,0.0,0.0,0.8500000000000002,0.0
62,62,89411,0.0,0.0,0.9000000000000002,0.6
63,63,90145,0.0,1.0500000000000003,0.65,0.0
64,64,90148,0.0,1.6500000000000008,1.1000000000000003,0.0
65,65,90153,0.0,0.0,0.9000000000000002,0.0
66,66,90154,0.0,0.0,1.0500000000000003,0.0
67,67,90144,0.0,0.0,0.7500000000000001,0.0
68,68,90158,0.0,0.0,0.39999999999999997,0.0
69,69,90159,0.0,0.0,1.0000000000000002,0.0
70,70,43401,0.0,0.0,0.0,0.9000000000000002
71,71,43573,0.0,0.0,1.0000000000000002,0.0
72,72,87214,0.0,0.0,1.0000000000000002,1.0000000000000002
73,73,90164,0.0,0.0,1.1000000000000003,0.0
74,74,90165,0.0,0.0,1.0500000000000003,0.0
75,75,80333,0.0,0.0,0.9500000000000003,0.0
76,76,90172,0.0,0.0,1.0500000000000003,0.0
77,77,90173,0.0,0.0,1.1000000000000003,0.0
78,78,90187,0.0,0.0,1.2500000000000004,0.0
79,79,90182,0.0,0.0,1.1000000000000003,0.0
80,80,88074,0.0,0.0,1.0500000000000003,0.0
81,81,90192,0.0,0.0,0.7000000000000001,0.0
82,82,90194,0.0,0.0,0.9000000000000002,0.0
83,83,90189,0.0,0.0,1.2000000000000004,1.0000000000000002
84,84,89856,0.0,0.0,0.0,1.2000000000000004
85,85,90200,0.0,0.0,1.0500000000000003,0.0
86,86,87731,0.0,0.0,0.65,0.0
87,87,90210,0.0,0.0,0.7500000000000001,0.0
88,88,90213,0.0,0.0,1.1500000000000004,0.0
89,89,90218,0.0,0.0,0.49999999999999994,0.0
90,90,90163,0.0,0.0,0.0,0.7500000000000001
91,91,74566,0.0,1.0000000000000002,0.0,0.0
92,92,89700,1.0500000000000003,0.0,1.1000000000000003,0.0
93,93,81376,0.0,0.0,1.0500000000000003,0.0
94,94,90254,0.0,0.0,1.0000000000000002,0.0
95,95,90255,0.0,0.0,0.8000000000000002,0.0
96,96,89843,0.0,0.0,0.7500000000000001,0.0
97,97,90270,0.0,0.0,0.25,0.0
98,98,89952,0.0,0.0,1.0000000000000002,0.0
99,99,90268,0.0,1.0000000000000002,0.0,0.0
100,100,87872,0.0,0.0,0.7500000000000001,0.8500000000000002
101,101,90284,0.0,0.0,0.9500000000000003,0.0
102,102,88032,0.0,0.0,1.0000000000000002,0.0
103,103,87510,0.0,0.0,1.2500000000000004,0.0
104,104,87436,0.0,0.0,1.0000000000000002,0.0
105,105,90279,0.0,0.0,1.1000000000000003,0.0
106,106,64993,0.0,0.8500000000000002,0.9000000000000002,0.0
107,107,90282,0.0,0.0,1.0000000000000002,0.0
108,108,90296,0.0,0.0,1.0000000000000002,0.0
109,109,90310,0.0,0.0,1.1000000000000003,0.0
110,110,90309,0.0,0.0,0.49999999999999994,0.0
111,111,90321,0.0,0.0,0.9500000000000003,0.0
112,112,90329,0.0,0.0,0.8000000000000002,0.0
113,113,90249,0.0,0.0,0.8500000000000002,0.0
114,114,84775,0.0,0.0,1.1500000000000004,0.0
115,115,90333,0.0,0.0,1.3000000000000005,0.0
116,116,90334,0.0,0.0,0.49999999999999994,0.0
117,117,90335,0.0,0.0,1.0000000000000002,0.0
118,118,89494,0.0,0.0,0.8500000000000002,0.0
119,119,90342,0.0,0.0,1.1000000000000003,0.0
120,120,90343,0.0,0.0,0.8000000000000002,0.0
121,121,90351,0.0,0.0,1.1000000000000003,0.0
122,122,90361,0.0,0.0,1.1000000000000003,0.0
123,123,33061,0.0,0.0,1.3500000000000005,0.0
124,124,90076,0.0,0.0,1.1000000000000003,0.0
125,125,37566,0.0,0.0,1.0000000000000002,0.9500000000000003
126,126,89615,0.0,0.0,0.9500000000000003,0.0
127,127,82894,0.0,0.0,1.1500000000000004,0.0
128,128,90382,0.0,0.65,0.0,0.0
129,129,90358,0.0,0.0,0.9000000000000002,0.0
130,130,90385,0.0,0.0,1.0000000000000002,0.0
131,131,90387,0.0,0.0,0.9000000000000002,0.0
132,132,90393,0.0,0.49999999999999994,0.9500000000000003,0.0
133,133,89405,0.0,0.0,0.0,1.0000000000000002
134,134,90405,0.0,0.0,0.9000000000000002,0.0
135,135,90068,0.0,0.0,1.0000000000000002,0.0
136,136,90412,0.0,0.0,1.2500000000000004,0.8000000000000002
137,137,89577,0.0,0.0,1.1500000000000004,0.0
138,138,89873,0.0,0.0,1.0500000000000003,0.0
139,139,90414,0.0,0.0,0.9500000000000003,0.0
140,140,90314,0.0,0.0,0.9000000000000002,0.0
141,141,89317,0.0,0.0,1.2500000000000004,0.0
142,142,90439,0.0,1.0500000000000003,0.9000000000000002,0.25
143,143,90442,0.0,0.0,1.0000000000000002,0.0
144,144,90436,0.0,0.0,0.9000000000000002,0.0
145,145,41919,0.0,0.0,1.3000000000000005,1.850000000000001
146,146,88603,0.0,0.0,0.35,0.0
147,147,87477,0.0,0.0,1.0000000000000002,0.0
148,148,90455,0.0,0.0,0.5499999999999999,0.0
149,149,90460,0.0,0.0,0.8500000000000002,0.0
150,150,89125,0.0,0.0,1.0500000000000003,0.0
151,151,90456,0.0,0.0,1.1000000000000003,0.0
152,152,72370,0.0,0.0,0.39999999999999997,0.0
153,153,90457,0.0,0.0,0.65,0.0
154,154,90465,0.0,0.0,1.0500000000000003,0.0
155,155,90466,0.0,0.0,0.49999999999999994,0.0
156,156,90471,0.0,0.0,0.6,0.0
157,157,90477,0.0,0.0,0.8500000000000002,0.0
158,158,90476,0.0,0.0,0.9500000000000003,0.0
159,159,89476,0.0,0.0,0.49999999999999994,0.0
160,160,90485,0.0,0.0,0.6,0.0
161,161,90496,0.0,0.0,0.9000000000000002,0.0
162,162,87432,0.0,0.0,1.1000000000000003,0.0
163,163,90503,0.0,0.0,0.0,0.9000000000000002
164,164,90506,0.0,0.0,0.65,0.0
165,165,90233,0.0,0.0,0.9500000000000003,0.0
166,166,89086,0.0,1.0000000000000002,1.2500000000000004,0.0
167,167,74721,0.0,0.0,0.6,0.0
168,168,90515,0.0,0.0,1.0000000000000002,0.0
169,169,90519,0.0,0.0,1.0000000000000002,0.0
170,170,90522,0.0,0.0,1.0000000000000002,0.8000000000000002
171,171,90524,0.0,0.0,1.0000000000000002,0.0
172,172,90525,0.0,0.0,0.8000000000000002,0.0
173,173,89000,0.0,0.0,0.7000000000000001,0.0
174,174,37814,0.0,0.0,0.0,2.4499999999999993
175,175,90532,0.0,0.0,0.8500000000000002,0.0
176,176,90535,0.0,0.0,0.8000000000000002,0.0
177,177,78897,0.0,0.0,0.9000000000000002,0.0
178,178,82909,0.0,0.0,0.8000000000000002,0.0
179,179,90543,0.0,0.0,0.7500000000000001,0.0
180,180,90544,0.0,0.0,0.3,0.0
181,181,90536,0.0,0.0,0.0,0.7500000000000001
182,182,90551,0.0,0.0,0.7500000000000001,0.0
183,183,90553,0.0,0.0,1.1500000000000004,0.0
184,184,90568,0.0,0.0,1.2000000000000004,0.0
185,185,27250,0.0,0.0,1.0500000000000003,0.0
186,186,90492,0.0,1.0000000000000002,0.9000000000000002,0.0
187,187,90600,0.0,0.0,1.1000000000000003,0.0
188,188,89561,0.0,0.0,1.5000000000000007,0.0
189,189,87906,0.0,0.0,0.35,1.0000000000000002
190,190,90610,0.0,0.0,0.7500000000000001,0.0
191,191,90617,0.0,0.0,0.6,1.3000000000000005
192,192,90491,0.0,0.0,0.6,0.0
193,193,90611,0.0,0.0,0.0,0.8500000000000002
194,194,90619,0.0,0.0,0.6,0.0
195,195,90628,0.0,0.0,1.0500000000000003,0.0
196,196,90629,0.0,0.0,0.7000000000000001,1.4000000000000006
197,197,90634,0.0,0.0,0.8000000000000002,0.0
198,198,90633,0.0,0.35,0.9000000000000002,0.0
199,199,90639,0.0,0.0,1.0000000000000002,0.0
200,200,90650,1.6500000000000008,0.0,0.0,1.0000000000000002
201,201,90655,0.0,0.0,0.8000000000000002,0.5499999999999999
202,202,90667,0.0,0.0,1.2500000000000004,0.0
203,203,90680,0.0,0.0,0.65,0.0
204,204,90679,0.0,0.0,1.2000000000000004,0.0
205,205,90540,0.0,0.0,0.8500000000000002,0.0
206,206,90684,0.0,0.0,1.3000000000000005,0.0
207,207,90691,0.0,0.0,0.9500000000000003,0.0
208,208,63039,0.0,0.0,0.5499999999999999,0.0
209,209,90520,0.0,0.0,0.9000000000000002,0.0
210,210,76138,0.0,0.0,1.1500000000000004,0.0
211,211,90701,0.0,0.0,0.7000000000000001,0.0
212,212,90708,0.0,0.0,0.7000000000000001,0.0
213,213,90689,0.0,0.0,0.6,0.0
214,214,90717,0.0,0.0,1.2500000000000004,0.0
215,215,90721,0.0,0.0,0.49999999999999994,0.0
216,216,90724,0.0,0.0,0.9000000000000002,0.0
217,217,90718,0.0,0.0,1.3500000000000005,0.0
218,218,90733,0.0,0.0,0.8000000000000002,0.0
219,219,90707,0.0,0.0,0.9000000000000002,0.0
220,220,90737,0.0,0.0,1.1500000000000004,0.0
221,221,90744,0.0,0.0,1.2500000000000004,0.0
222,222,90745,0.0,0.0,0.8000000000000002,0.0
223,223,90588,0.0,0.0,1.2500000000000004,0.0
224,224,90757,0.0,0.0,0.8000000000000002,0.0
225,225,90602,0.0,0.0,0.35,0.0
226,226,90765,0.0,0.0,0.9000000000000002,0.0
227,227,90766,0.0,0.0,1.0000000000000002,0.0
228,228,90768,0.0,0.0,1.6500000000000008,0.0
229,229,82259,0.0,0.0,1.2500000000000004,0.0
230,230,90776,0.0,0.0,0.9000000000000002,0.0
231,231,90778,0.0,0.0,0.49999999999999994,0.0
232,232,90738,0.0,0.0,1.1500000000000004,0.0
233,233,90299,0.0,0.0,1.0000000000000002,0.0
234,234,90058,0.0,0.0,0.6,0.0
235,235,90627,0.0,0.8500000000000002,0.9000000000000002,0.0
236,236,90807,0.0,0.0,1.2000000000000004,0.0
237,237,90811,0.0,0.0,0.49999999999999994,0.0
238,238,90806,0.0,0.0,0.49999999999999994,0.0
239,239,90814,0.0,0.0,0.5499999999999999,0.0
240,240,89870,0.0,0.0,0.9500000000000003,1.0000000000000002
241,241,90822,0.0,0.0,1.1500000000000004,0.0
242,242,87391,0.0,0.0,1.1000000000000003,0.0
243,243,86570,0.0,0.0,1.2500000000000004,0.0
244,244,90825,0.0,0.0,0.7500000000000001,0.0
245,245,90829,0.0,0.0,0.0,1.0000000000000002
246,246,90830,0.0,0.0,0.35,0.0
247,247,90831,0.0,0.0,1.1000000000000003,0.0
248,248,90603,0.0,0.0,1.3000000000000005,0.0
249,249,90837,0.0,0.0,1.0500000000000003,0.0
250,250,90847,0.0,0.0,0.49999999999999994,0.0
251,251,90004,0.0,0.0,0.9000000000000002,0.0
252,252,90856,0.0,0.0,0.7500000000000001,0.0
253,253,90854,0.0,0.0,0.7500000000000001,0.0
254,254,90800,0.0,0.0,0.9500000000000003,0.0
255,255,90861,0.0,0.0,1.0000000000000002,0.0
256,256,90870,0.0,0.0,0.49999999999999994,0.0
257,257,79678,0.0,0.0,0.8500000000000002,0.0
258,258,90879,0.0,0.0,1.0000000000000002,0.0
259,259,41937,0.0,0.0,1.4500000000000006,0.0
260,260,75465,0.0,0.0,1.3000000000000005,0.0
261,261,90884,0.0,0.0,1.0000000000000002,0.0
262,262,90891,0.0,0.0,1.0000000000000002,0.0
263,263,90880,0.0,0.0,0.0,0.65
264,264,59771,0.0,0.0,1.1000000000000003,0.0
265,265,90897,0.0,0.0,0.8500000000000002,0.0
266,266,90900,0.0,0.0,1.0000000000000002,0.0
267,267,90901,0.0,0.0,1.0500000000000003,0.0
268,268,90069,0.0,0.0,0.7500000000000001,0.0
269,269,90909,0.0,0.0,0.35,0.0
270,270,89169,0.0,0.0,1.0500000000000003,0.0
271,271,90918,0.0,0.0,0.9500000000000003,0.0
272,272,90828,0.0,0.0,0.39999999999999997,0.0
273,273,90927,0.0,0.0,1.2500000000000004,0.0
274,274,90935,0.0,0.0,1.1000000000000003,0.0
275,275,88896,0.0,0.0,1.2500000000000004,0.0
276,276,90940,0.0,0.0,0.7000000000000001,0.0
277,277,90952,0.0,0.0,1.1000000000000003,0.0
278,278,84752,0.0,0.0,0.49999999999999994,0.0
279,279,83866,0.0,0.0,1.1000000000000003,0.0
280,280,90959,0.0,0.0,1.7500000000000009,0.0
281,281,90968,0.0,0.0,0.8000000000000002,0.0
282,282,90975,0.0,0.0,1.2500000000000004,0.0
283,283,90983,0.0,0.0,0.0,0.6
284,284,90988,0.0,0.0,1.0500000000000003,0.0
285,285,90990,0.0,0.0,0.7000000000000001,0.0
286,286,32783,0.0,0.0,0.0,1.0000000000000002
287,287,91010,0.0,0.0,0.5499999999999999,0.0
288,288,90359,0.0,0.0,1.0000000000000002,0.0
289,289,91025,0.0,0.0,1.0000000000000002,0.0
290,290,44316,0.0,0.0,0.7500000000000001,0.0
291,291,91036,0.0,0.0,0.9000000000000002,0.0
292,292,91040,0.0,0.0,0.8500000000000002,0.0
293,293,91046,0.0,0.0,1.2000000000000004,0.0
294,294,91045,0.0,0.0,1.1000000000000003,0.0
295,295,88337,0.0,0.0,0.9000000000000002,0.0
296,296,41923,0.0,0.0,1.1500000000000004,0.0
297,297,91061,0.0,0.0,1.0500000000000003,0.0
298,298,91053,0.0,0.0,0.65,0.0
299,299,91023,0.0,0.0,0.5499999999999999,0.0
300,300,78196,0.0,0.0,1.0000000000000002,0.0
301,301,91069,0.0,0.0,1.0000000000000002,0.0
302,302,79017,1.0000000000000002,0.0,0.0,0.0
303,303,91072,0.0,0.0,0.9000000000000002,0.0
304,304,91074,0.0,0.0,1.2500000000000004,0.0
305,305,73340,0.0,0.0,0.0,0.8500000000000002
306,306,91080,0.0,0.0,1.0000000000000002,0.0
307,307,79785,0.0,0.0,0.8500000000000002,0.0
308,308,91086,0.0,0.0,1.0000000000000002,0.0
309,309,91087,0.0,0.0,1.2500000000000004,0.0
310,310,91088,0.0,0.0,1.0000000000000002,0.0
311,311,91092,0.0,0.0,1.0500000000000003,0.0
312,312,90860,0.0,0.0,0.8500000000000002,0.9500000000000003
313,313,91094,0.0,0.0,1.0000000000000002,0.0
314,314,90226,0.0,0.0,1.1500000000000004,0.0
315,315,91098,0.0,0.0,1.0000000000000002,0.0
316,316,91101,0.0,0.0,1.0000000000000002,0.0
317,317,91113,0.0,0.0,1.0000000000000002,0.0
318,318,91117,0.0,0.0,1.5000000000000007,0.0
319,319,90936,0.0,0.0,0.65,0.0
320,320,89812,0.0,0.0,0.5499999999999999,0.0
321,321,91148,0.0,0.0,1.0500000000000003,0.0
322,322,86681,0.0,0.0,0.39999999999999997,0.0
323,323,91166,0.0,0.0,1.0000000000000002,0.0
324,324,91167,0.0,0.0,1.0000000000000002,0.0
325,325,91169,0.0,0.0,0.6,0.0
326,326,91171,0.0,0.0,1.0000000000000002,0.0
327,327,91174,0.0,0.0,1.0500000000000003,0.0
328,328,90195,0.0,1.0500000000000003,1.0000000000000002,1.0500000000000003
329,329,91187,0.0,0.0,0.9000000000000002,0.0
330,330,90486,0.0,0.0,0.9500000000000003,0.0
331,331,91200,0.0,0.0,0.9000000000000002,0.0
332,332,91202,0.0,0.0,1.2500000000000004,0.0
333,333,91216,0.0,0.0,1.2500000000000004,0.0
334,334,90792,0.0,0.0,0.9500000000000003,0.0
335,335,91221,0.0,0.0,1.3000000000000005,0.0
336,336,91231,0.0,0.0,0.8500000000000002,0.0
337,337,91236,0.0,0.0,0.9500000000000003,0.0
338,338,91235,0.0,0.0,1.2000000000000004,0.0
339,339,91239,0.0,0.0,0.39999999999999997,0.0
340,340,91228,0.0,0.0,1.0500000000000003,0.0
341,341,91244,0.0,0.0,1.0500000000000003,0.0
342,342,91251,0.0,0.0,0.65,0.0
343,343,90902,0.0,0.0,0.8000000000000002,0.0
344,344,91268,0.0,0.65,0.8500000000000002,0.0
345,345,91276,0.0,0.0,0.8000000000000002,0.0
346,346,91272,0.0,0.0,1.0000000000000002,0.0
347,347,89903,0.0,0.0,1.0500000000000003,0.0
348,348,86564,0.0,0.0,0.7500000000000001,0.0
349,349,91292,0.0,0.0,1.1000000000000003,0.0
350,350,91297,0.0,0.0,0.65,0.0
351,351,91306,0.0,0.0,1.0000000000000002,0.0
352,352,45090,0.0,0.0,1.0000000000000002,0.0
353,353,91203,0.0,0.0,1.1500000000000004,0.0
354,354,91293,0.0,0.0,1.0000000000000002,0.0
355,355,91314,0.0,0.0,1.1500000000000004,0.0
356,356,89282,0.0,0.0,0.9000000000000002,0.0
357,357,91335,0.0,0.0,1.3000000000000005,0.0
358,358,91336,0.0,0.0,1.0000000000000002,0.0
359,359,91328,0.0,0.0,0.0,0.8500000000000002
360,360,91347,0.0,0.0,0.0,1.2500000000000004
361,361,91352,0.0,0.0,1.0000000000000002,0.0
362,362,91353,0.0,0.0,1.1500000000000004,0.0
363,363,91373,0.0,0.0,1.2500000000000004,0.0
364,364,91377,0.0,0.0,1.0000000000000002,0.0
365,365,91374,0.0,0.0,0.0,0.9500000000000003
366,366,91385,0.0,0.0,0.8500000000000002,0.0
367,367,91132,0.0,0.0,0.7500000000000001,1.1500000000000004
368,368,91394,0.0,0.0,0.35,0.0
369,369,91397,0.0,0.0,0.9000000000000002,0.0
370,370,91257,0.0,0.0,0.9500000000000003,0.0
371,371,63873,0.0,0.0,1.0000000000000002,0.0
372,372,91400,1.1500000000000004,0.0,0.8500000000000002,0.0
373,373,89451,0.0,0.0,0.8500000000000002,0.0
374,374,91405,0.0,0.0,0.0,0.9000000000000002
375,375,91408,0.0,0.0,0.0,0.7000000000000001
376,376,91411,0.0,0.0,1.0000000000000002,0.0
377,377,91413,0.0,0.0,1.0000000000000002,0.0
378,378,91419,0.0,0.0,1.0000000000000002,0.0
379,379,87018,0.0,0.0,0.49999999999999994,0.0
380,380,91426,0.0,0.0,0.0,1.3000000000000005
381,381,80951,0.0,0.0,0.7000000000000001,0.0
382,382,91134,0.0,0.0,0.8000000000000002,0.0
383,383,91445,0.0,0.0,0.6,0.0
384,384,83124,0.8000000000000002,0.0,0.7000000000000001,0.0
385,385,91463,0.0,0.0,0.8000000000000002,0.0
386,386,78655,0.0,1.0000000000000002,0.8500000000000002,0.0
387,387,90996,0.0,0.0,1.0000000000000002,0.0
388,388,88111,0.0,0.0,0.7500000000000001,0.0
389,389,91490,0.0,0.0,1.3500000000000005,0.0
390,390,91492,0.0,0.0,1.5000000000000007,0.0
391,391,89589,0.0,0.0,1.1000000000000003,0.0
392,392,91505,0.0,0.0,1.0000000000000002,0.0
393,393,91510,0.0,0.0,0.9000000000000002,0.0
394,394,86720,0.0,0.0,1.2500000000000004,0.0
395,395,40797,0.0,0.0,1.1500000000000004,0.0
396,396,91518,0.0,0.0,1.0000000000000002,0.0
397,397,91516,0.0,0.0,1.1000000000000003,0.0
398,398,91528,0.0,0.0,1.1000000000000003,0.0
399,399,91531,0.0,0.0,0.9500000000000003,0.0
400,400,91567,0.0,0.0,1.3500000000000005,0.0
401,401,91568,0.0,0.0,0.9000000000000002,0.0
402,402,41755,0.0,0.0,1.3000000000000005,0.0
403,403,91589,0.0,0.0,1.0000000000000002,0.0
404,404,91590,0.0,0.0,0.8500000000000002,0.0
405,405,91580,0.0,0.0,0.65,0.0
406,406,91596,0.0,0.35,0.0,0.0
407,407,91603,0.0,0.0,1.2500000000000004,0.0
408,408,91609,0.0,0.0,0.8500000000000002,0.0
409,409,91613,0.0,0.0,1.1500000000000004,0.0
410,410,73495,0.0,0.0,1.1500000000000004,0.0
411,411,91626,0.0,0.0,1.0000000000000002,0.0
412,412,77585,0.0,0.0,1.0000000000000002,0.0
413,413,91634,0.0,0.0,1.2500000000000004,0.0
414,414,91647,0.0,0.0,1.3000000000000005,0.0
415,415,87424,0.0,0.0,0.9000000000000002,0.0
416,416,89621,0.0,0.0,1.2500000000000004,0.0
417,417,91651,0.0,0.0,0.25,0.0
418,418,45876,0.0,0.0,0.7500000000000001,0.0
419,419,91655,0.0,0.0,0.9500000000000003,0.0
420,420,91653,0.0,0.0,1.1500000000000004,0.0
421,421,91672,0.0,0.0,0.49999999999999994,0.0
422,422,91673,0.0,0.0,0.6,1.1500000000000004
423,423,91705,0.0,0.0,1.0000000000000002,0.0
424,424,91709,0.0,0.0,0.49999999999999994,0.0
425,425,31152,0.0,0.35,0.35,0.0
426,426,91557,0.0,0.0,0.35,0.0
427,427,91723,0.0,0.0,1.0000000000000002,0.0
428,428,91725,0.0,0.0,0.9000000000000002,0.0
429,429,91716,0.0,0.0,1.0000000000000002,0.9000000000000002
430,430,91435,0.0,0.0,1.2000000000000004,0.0
431,431,91754,0.0,0.0,0.9500000000000003,0.0
432,432,91766,0.0,0.0,1.0000000000000002,0.0
433,433,91770,0.0,0.0,1.0500000000000003,0.0
434,434,91774,0.0,0.0,0.5499999999999999,0.0
435,435,91793,0.0,0.0,1.0000000000000002,0.0
436,436,91794,0.0,0.0,0.8000000000000002,0.0
437,437,91795,0.0,0.9000000000000002,0.0,0.0
438,438,91800,0.0,0.0,1.0000000000000002,0.0
439,439,91807,0.0,0.0,0.65,0.0
440,440,91810,0.0,0.0,1.1500000000000004,0.0
441,441,91809,0.0,0.0,1.1000000000000003,0.0
442,442,88658,0.0,0.0,2.000000000000001,0.0
443,443,76019,0.0,0.0,1.1000000000000003,1.0000000000000002
444,444,91829,0.0,0.0,0.9500000000000003,0.0
445,445,89367,0.0,0.0,0.39999999999999997,0.0
446,446,80652,0.0,0.0,1.0000000000000002,0.0
447,447,64683,0.0,0.0,0.6,0.0
448,448,44377,0.0,0.0,0.25,0.0
449,449,91835,0.0,0.0,0.9500000000000003,0.0
450,450,91850,0.0,0.0,2.000000000000001,0.0
451,451,91859,0.0,0.0,0.8500000000000002,0.0
452,452,26123,0.0,0.0,1.1000000000000003,0.0
453,453,91689,0.0,0.0,0.65,0.0
454,454,91867,0.0,0.0,0.49999999999999994,0.0
455,455,91874,0.0,0.0,1.0000000000000002,0.0
456,456,91201,0.0,0.0,0.8500000000000002,0.0
457,457,91878,0.0,0.0,0.9000000000000002,0.0
458,458,91877,0.0,0.0,1.0000000000000002,0.0
459,459,91889,0.0,0.0,0.49999999999999994,0.0
460,460,91891,0.0,0.0,0.35,0.0
461,461,91890,0.0,1.0000000000000002,0.5499999999999999,0.0
462,462,91881,0.0,0.0,1.1000000000000003,0.0
463,463,91895,0.0,0.0,0.9500000000000003,0.0
464,464,91913,0.0,0.0,1.1500000000000004,0.0
465,465,91917,0.0,0.0,0.8500000000000002,0.0
466,466,91926,0.0,0.35,0.0,0.0
467,467,91932,0.0,0.0,1.0000000000000002,0.0
468,468,91938,0.0,0.0,1.0000000000000002,0.0
469,469,91939,0.0,0.0,0.7000000000000001,0.0
470,470,91410,0.0,0.0,1.0500000000000003,0.0
471,471,91953,0.0,0.0,1.3500000000000005,0.0
472,472,91954,0.0,0.0,0.8500000000000002,0.0
473,473,91969,0.0,0.0,0.8000000000000002,0.0
474,474,91974,0.0,0.0,0.39999999999999997,0.0
475,475,91975,0.0,0.0,0.35,0.0
476,476,38719,0.0,0.0,1.5000000000000007,0.0
477,477,91981,0.0,0.0,1.1500000000000004,0.0
478,478,91906,0.0,0.0,0.9500000000000003,0.0
479,479,91991,0.0,0.0,0.9000000000000002,0.0
480,480,91862,0.0,0.0,1.0000000000000002,0.0
481,481,91998,0.0,0.0,0.65,0.0
482,482,92004,0.0,0.0,1.0000000000000002,0.0
483,483,91873,0.0,0.0,0.0,1.1000000000000003
484,484,92010,0.0,0.0,0.25,0.0
485,485,92016,1.0000000000000002,0.0,0.8500000000000002,0.0
486,486,87696,0.0,0.0,0.65,0.0
487,487,82670,0.0,0.0,0.0,1.0000000000000002
488,488,92026,0.0,0.0,1.0000000000000002,0.0
489,489,92027,0.0,0.0,1.0000000000000002,0.0
490,490,92031,0.0,0.0,0.7500000000000001,0.0
491,491,92033,0.0,0.0,0.39999999999999997,0.0
492,492,92035,0.0,0.0,0.8500000000000002,0.0
493,493,91914,0.0,0.0,1.0000000000000002,0.0
494,494,92040,0.0,0.0,1.2500000000000004,0.0
495,495,92042,0.0,0.0,0.9500000000000003,0.0
496,496,39240,0.0,0.0,1.0500000000000003,0.0
497,497,92048,0.0,0.0,1.1000000000000003,0.0
498,498,86301,0.0,0.0,0.9000000000000002,0.0
